Course Name,Institute Name,Rating,Reviews,Skills,Level,Course Type,Duration
How to Use Data,University of Pennsylvania,N/A,N/A,"Skills you'll gain: Data Storytelling, Data Presentation, Feature Engineering, Data Visualization Software, Unsupervised Learning, SQL, Data Analysis, Seaborn, Tableau Software, Exploratory Data Analysis, Predictive Analytics, Analytics, Presentations, Interactive Data Visualization, Database Management, Verbal Communication Skills, Statistical Visualization, Decision Tree Learning, Classification And Regression Tree (CART), Supervised Learning",Beginner,Specialization,1 - 3 Months
Visualization for Data Analysis with Power BI,Microsoft,N/A,N/A,"Skills you'll gain: Power BI, Data Ethics, Data Visualization Software, Data Analysis, Statistical Analysis, Correlation Analysis, Business Intelligence, Advanced Analytics, Data Analysis Expressions (DAX), Data-Driven Decision-Making, Exploratory Data Analysis, Trend Analysis, Time Series Analysis and Forecasting, Scatter Plots, Forecasting, Geospatial Information and Technology, Root Cause Analysis",Beginner,Course,1 - 4 Weeks
Evaluating Large Language Model Outputs: A Practical Guide,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Program Evaluation, Generative AI, Data Ethics, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Google Cloud Platform, Natural Language Processing, Quality Assessment, Analysis, Performance Measurement, Business Metrics, Human Factors, Performance Metric",Beginner,Course,1 - 4 Weeks
"GenAI for Mobile App Developers (iOS, Android)",Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Mobile Development, Generative AI, Android Studio, Apple iOS, Test Automation, Software Testing, Software Development Tools, User Interface (UI), Performance Tuning, UI/UX Strategy, Data Ethics",Beginner,Course,1 - 4 Weeks
GenAI for Sales Teams,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Sales Enablement, Sales Strategy, Sales Process, Sales Management, Sales Development, Customer Engagement, Sales, Data-Driven Decision-Making, Customer Insights, Customer Relationship Management (CRM) Software, Data Ethics, Business Process Automation, Accountability, Automation, Business Ethics",Beginner,Course,1 - 4 Weeks
Mastering Image Segmentation with PyTorch,Packt,N/A,N/A,"Skills you'll gain: PyTorch (Machine Learning Library), Image Analysis, Deep Learning, Computer Vision, Artificial Neural Networks, Data Processing, Debugging, Machine Learning Methods, Performance Tuning, Regression Analysis",Beginner,Course,1 - 4 Weeks
ChatGPT + Zapier: From Email Inbox to Excel Spreadsheet,Vanderbilt University,N/A,N/A,"Skills you'll gain: ChatGPT, HubSpot CRM, Business Process Automation, Google Sheets, Workflow Management, Automation, Data Integration, Data Processing, JavaScript Frameworks, Unstructured Data, Text Mining",Beginner,Course,1 - 4 Weeks
"Where, Why, and How of Lambda Functions in Python",Coursera Project Network,4.8,25 reviews,"Skills you'll gain: Pandas (Python Package), Data Manipulation, Jupyter, Python Programming",Beginner,Guided Project,Less Than 2 Hours
Data Science with R,Duke University,4.8,10 reviews,"Skills you'll gain: Data Ethics, Version Control, Ggplot2, R Programming, Web Scraping, GitHub, Data Visualization Software, Data Visualization, Statistical Methods, Git (Version Control System), Data Wrangling, Tidyverse (R Package), Data Manipulation, Data Integrity, Data Import/Export, Data Collection, Data Cleansing, Data Presentation, Research, Data Science",Beginner,Specialization,1 - 3 Months
Cinematic Storytelling Simplified: Mastering Lumen5 AI,Coursera Project Network,N/A,N/A,"Skills you'll gain: Storytelling, Content Creation, Media Production, Generative AI, Creative Design, Editing",Beginner,Guided Project,Less Than 2 Hours
Fundamental Tools of Data Wrangling,University of Colorado Boulder,4.6,16 reviews,"Skills you'll gain: Pandas (Python Package), NumPy, Data Visualization, Data Cleansing, Data Structures, Data Analysis, Data Manipulation, Data Transformation, Data Quality, Exploratory Data Analysis, Programming Principles, Python Programming, Scripting",Beginner,Course,1 - 3 Months
Automation for Everyone: Tech Benefits Unleashed,Coursera Instructor Network,4.5,13 reviews,"Skills you'll gain: Automation, IT Automation, Business Process Automation, Robotic Process Automation, Python Programming, Scripting, Productivity Software, Process Optimization, Digital Transformation, Workflow Management, Internet Of Things, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
The Rise of Generative AI,Board Infinity,N/A,N/A,"Skills you'll gain: Generative AI, Artificial Neural Networks, Artificial Intelligence, Deep Learning, Computer Vision, Machine Learning, Natural Language Processing",Beginner,Course,1 - 4 Weeks
Data Modeling and Architecture,Microsoft,N/A,N/A,"Skills you'll gain: Data Analysis Expressions (DAX), Data Ethics, Data Modeling, Data Governance, Data Architecture, Database Design, Power BI, Star Schema, Personally Identifiable Information, Information Privacy, Data Security, Data Integrity, Snowflake Schema, Relational Databases, Data Quality, Extract, Transform, Load, Data Cleansing",Beginner,Course,1 - 4 Weeks
AI Agents and Agentic AI Architecture in Python,Vanderbilt University,N/A,N/A,"Skills you'll gain: Artificial Intelligence, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Business Process Automation, Automation, Python Programming, Software Design, Innovation, Digital Transformation, Emerging Technologies, Systems Architecture",Beginner,Course,1 - 3 Months
Data Analysis with Python: Inform a Business Decision,Coursera Project Network,4.8,8 reviews,"Skills you'll gain: Data Visualization, Data Storytelling, Pandas (Python Package), Data Analysis, Data-Driven Decision-Making, Exploratory Data Analysis, Analytical Skills, Business Analysis, Data Manipulation, Data Cleansing, Python Programming, Data Import/Export, Promotional Strategies",Beginner,Guided Project,Less Than 2 Hours
Pandas for Data Science,Duke University,4.3,8 reviews,"Skills you'll gain: Pandas (Python Package), Data Cleansing, Data Manipulation, NumPy, Query Languages, Data Transformation, Data Validation, Data Integration, Python Programming, Data Import/Export, Data Analysis, File Management, Debugging",Beginner,Course,1 - 4 Weeks
Python NLTK for Beginners: Customer Satisfaction Analysis,Coursera Project Network,4.8,8 reviews,"Skills you'll gain: Text Mining, Unstructured Data, Data Analysis, Natural Language Processing, Pandas (Python Package), Data Manipulation, Python Programming, Data Cleansing",Beginner,Guided Project,Less Than 2 Hours
The STATA OMNIBUS: Regression and Modelling with STATA,Packt,N/A,N/A,"Skills you'll gain: Stata, Regression Analysis, Statistical Modeling, Statistical Analysis, Advanced Analytics, Sample Size Determination, Simulations, Correlation Analysis, Statistical Visualization, Data Manipulation, Sampling (Statistics), Statistical Hypothesis Testing, Descriptive Statistics, Graphical Tools",Beginner,Course,3 - 6 Months
Covid-19 Death Medical Analysis & Visualization using Plotly,Coursera Project Network,4.1,12 reviews,"Skills you'll gain: Plotly, Datamaps, Interactive Data Visualization, Data Visualization Software, Scatter Plots, Jupyter, Epidemiology, Python Programming, Exploratory Data Analysis, Data Analysis, Medical Science and Research",Beginner,Guided Project,Less Than 2 Hours
GenAI for Data Engineers: Scaling with GenAI,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Generative AI, Data Integration, Data Strategy, Data Pipelines, Data Transformation, Applied Machine Learning, Database Management, SQL",Beginner,Course,1 - 4 Weeks
Intro to Natural Language Processing in Microsoft Azure,Microsoft,N/A,N/A,"Skills you'll gain: Text Mining, Natural Language Processing, Microsoft Azure, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Unstructured Data, Analytics, Cloud Services, Automation, Application Development, Application Programming Interface (API)",Beginner,Course,1 - 4 Weeks
Developing Generative AI Solutions,Amazon Web Services,4.5,8 reviews,"Skills you'll gain: Generative AI, OpenAI, ChatGPT, Business Solutions, Performance Improvement, Business Analysis, Solution Design, Application Deployment, Performance Analysis, Application Lifecycle Management",Beginner,Course,1 - 4 Weeks
Data Communication Networks,Starweaver,N/A,N/A,"Skills you'll gain: Network Protocols, Network Planning And Design, Network Security, General Networking, Network Performance Management, Network Architecture, Network Monitoring, Virtualization, Network Infrastructure, Cloud Computing Architecture, Computer Networking, TCP/IP, Routing Protocols, Network Model, Emerging Technologies, Internet Of Things, Artificial Intelligence and Machine Learning (AI/ML)",Beginner,Course,1 - 4 Weeks
Deep Learning Frameworks and Neural Networks Simplified,Simplilearn,N/A,N/A,"Skills you'll gain: Deep Learning, Tensorflow, Keras (Neural Network Library), Artificial Neural Networks, Artificial Intelligence, Computer Vision, Data Manipulation, Python Programming, Machine Learning",Beginner,Course,1 - 4 Weeks
Make.com for Beginners: LinkedIn Post Automation With GPT-4,Coursera Project Network,N/A,N/A,"Skills you'll gain: LinkedIn, Marketing Automation, Marketing, Social Media, Social Media Marketing, Application Programming Interface (API), Generative AI, Content Creation, Automation, Digital Marketing, Workflow Management",Beginner,Guided Project,Less Than 2 Hours
Intro to Predictive Analytics Using Python,University of Pennsylvania,N/A,N/A,"Skills you'll gain: Feature Engineering, Unsupervised Learning, Predictive Analytics, Decision Tree Learning, Classification And Regression Tree (CART), Supervised Learning, Forecasting, Random Forest Algorithm, Analytics, Statistical Modeling, Data Analysis, Regression Analysis, Machine Learning, Python Programming",Beginner,Course,1 - 4 Weeks
Plots Creation using Matplotlib Python,Coursera Project Network,3.9,9 reviews,"Skills you'll gain: Matplotlib, Box Plots, Plot (Graphics), Seaborn, Data Visualization Software, Pandas (Python Package), Scatter Plots, Data Presentation, Data Import/Export, Histogram, Python Programming, Data Manipulation",Beginner,Guided Project,Less Than 2 Hours
Data Preparation and Evaluation with Copilot,Microsoft,4.6,8 reviews,"Skills you'll gain: Anomaly Detection, Data Ethics, Data Quality, Data Pipelines, Data Cleansing, Generative AI, Data Synthesis, Data Validation, Data Transformation, Unsupervised Learning, Natural Language Processing, Automation, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
BiteSize Python for Absolute Beginners,University of Colorado Boulder,N/A,N/A,"Skills you'll gain: Data Structures, Python Programming, Programming Principles, Scripting, Computer Programming, Data Management, Data Manipulation, Debugging, Computational Thinking, Jupyter, Maintainability, Scripting Languages, Data Storage",Beginner,Specialization,3 - 6 Months
Introduction to Information Retrieval with Amazon Q,Amazon Web Services,N/A,N/A,"Skills you'll gain: Generative AI, Productivity Software, Amazon Web Services, Artificial Intelligence and Machine Learning (AI/ML)",Beginner,Course,1 - 4 Weeks
GIS: Geographic Information Systems for Sustainability,University of Michigan,N/A,N/A,"Skills you'll gain: Geographic Information Systems, Geospatial Mapping, Spatial Data Analysis, Spatial Analysis, Interactive Data Visualization, Data Storytelling, Environmental Monitoring, Data Presentation, Forecasting, Trend Analysis",Beginner,Course,1 - 4 Weeks
GenAI for Technology Consultants,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: ChatGPT, Technical Consulting, Consulting, Business Consulting, Generative AI, Technology Solutions, Business Reporting, Research Reports, Data-Driven Decision-Making, Client Services, Business Process Automation, Ethical Standards And Conduct, Data Analysis Software, Report Writing, Value Propositions, Innovation",Beginner,Course,1 - 4 Weeks
GenAI for Customer Service Representatives,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Generative AI, Personalized Service, Customer Analysis, Customer Service, Customer Engagement, Customer Insights, Customer Communications Management, Self Service Technologies, Service Improvement, Business Ethics, Ethical Standards And Conduct, Operational Efficiency",Beginner,Course,1 - 4 Weeks
Visualizing Data & Communicating Results in R with RStudio,Codio,N/A,N/A,"Skills you'll gain: Rmarkdown, Ggplot2, Statistical Visualization, Box Plots, Scatter Plots, Data Visualization, Interactive Data Visualization, Histogram, Descriptive Statistics, Data Visualization Software, R Programming",Beginner,Course,1 - 3 Months
GoHighLevel for Beginners: Voice AI Automated Appointments,Coursera Project Network,N/A,N/A,"Skills you'll gain: Outbound Calls, Workflow Management, Business Process Automation, Customer Service, Customer Relationship Management (CRM) Software, Setting Appointments, Automation, Artificial Intelligence, Systems Integration, System Configuration",Beginner,Guided Project,Less Than 2 Hours
Basic Programming in Python I,Northeastern University,N/A,N/A,"Skills you'll gain: Object Oriented Programming (OOP), Python Programming, Computer Programming, Development Environment, Scripting, Scripting Languages, Debugging, Program Development, Algorithms, Data Manipulation",Beginner,Course,1 - 3 Months
How Science Turns Data Into Knowledge,University of Michigan,4.6,10 reviews,"Skills you'll gain: Statistical Hypothesis Testing, Scientific Methods, Data Analysis, Experimentation, Science and Research, Research Design, Analytical Skills, Research, Peer Review, Probability & Statistics, Statistical Inference, Statistical Methods, Media and Communications, Research Methodologies",Beginner,Course,1 - 4 Weeks
Write Blog Posts With Outranking: Rank Articles With AI,Coursera Project Network,N/A,N/A,"Skills you'll gain: Search Engine Optimization, Web Analytics and SEO, Web Content, Content Creation, Content Strategy, Content Marketing, Writing and Editing, Generative AI, Artificial Intelligence",Beginner,Guided Project,Less Than 2 Hours
Data Mining for Smart Cities,IIT Roorkee,N/A,N/A,"Skills you'll gain: Unsupervised Learning, Supervised Learning, Anomaly Detection, Data Mining, Scikit Learn (Machine Learning Library), Big Data, Data Cleansing, Data Visualization, Python Programming, Machine Learning, Data-Driven Decision-Making, NumPy, Exploratory Data Analysis, Deep Learning, Regression Analysis",Beginner,Course,1 - 3 Months
GenAI for Product R&D Teams,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Generative AI, Innovation, New Product Development, Product Development, Design Thinking, Business Ethics, Process Optimization, Ethical Standards And Conduct, Prototyping, Artificial Intelligence, Cross-Functional Collaboration",Beginner,Course,1 - 4 Weeks
Pair Programming with a Large Language Model,DeepLearning.AI,N/A,N/A,"Skills you'll gain: Test Case, Software Development Tools, Google Cloud Platform, Software Documentation, Generative AI, Debugging, Maintainability, Artificial Intelligence",Beginner,Project,Less Than 2 Hours
BiteSize Python for Absolute Beginners: Essentials,University of Colorado Boulder,N/A,N/A,"Skills you'll gain: Python Programming, Scripting, Data Manipulation, Jupyter, Computational Thinking, Computer Programming, Scripting Languages, Data Storage",Beginner,Course,1 - 3 Months
H2O Hydrogen Torch Starter Course,H2O.ai,N/A,N/A,"Skills you'll gain: Deep Learning, Applied Machine Learning, Artificial Intelligence, Computer Vision, Image Analysis, Machine Learning, Predictive Modeling, Exploratory Data Analysis, Performance Tuning, Data Import/Export",Beginner,Course,1 - 3 Months
Unlocking Business Insights through Storytelling with Data,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Data Storytelling, Data Presentation, Data Visualization Software, Storytelling, Data-Driven Decision-Making, Data Integrity, Data Analysis, Presentations, Microsoft Excel, Communication, Design Elements And Principles",Beginner,Course,1 - 4 Weeks
Big Data Technologies and Applications,Coursera Instructor Network,4.8,6 reviews,"Skills you'll gain: Big Data, Data Processing, Data Analysis, Analytics, Apache Spark, Data Storage Technologies, Data Manipulation, Apache Hadoop, Real Time Data, Business Intelligence, Distributed Computing",Beginner,Course,1 - 4 Weeks
Computer Vision: Face Recognition Quick Starter in Python,Packt,N/A,N/A,"Skills you'll gain: Computer Vision, Image Analysis, Real Time Data, Python Programming, Algorithms, Computer Programming, Machine Learning Algorithms, Development Environment, Deep Learning, Software Installation, System Configuration",Beginner,Course,3 - 6 Months
Synthflow for Beginners: Build a Voice AI Receptionist,Coursera Project Network,N/A,N/A,"Skills you'll gain: Self Service Technologies, Automation, Business Process Automation, Setting Appointments, Artificial Intelligence, Calendar Management, Virtual Environment, Customer Inquiries, Scheduling, Real Time Data, Application Programming Interface (API), System Configuration",Beginner,Guided Project,Less Than 2 Hours
GenAI for IT Project Managers,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: IT Management, Project Risk Management, Technical Management, Risk Management, Project Management, Data Ethics, Workflow Management, Generative AI, Communication, Innovation, Decision Making",Beginner,Course,1 - 4 Weeks
Use Tableau for your Data Science Workflow,Edureka,N/A,N/A,"Skills you'll gain: Data Storytelling, Interactive Data Visualization, Tableau Software, Data Visualization Software, Dashboard, Data Integration, Tree Maps, Advanced Analytics, Exploratory Data Analysis, Heat Maps, Data Mapping, Data Import/Export, Correlation Analysis",Beginner,Course,1 - 4 Weeks
Harnessing Open Source LLMs and ChatGPT with Minimal Code,Packt,N/A,N/A,"Skills you'll gain: ChatGPT, OpenAI, Application Deployment, Application Programming Interface (API), Generative AI, Python Programming, Artificial Intelligence and Machine Learning (AI/ML), Software Installation, Natural Language Processing, Open Source Technology, Development Environment, User Interface (UI), Real Time Data",Beginner,Course,1 - 4 Weeks
"Engineering Data Ecosystems: Pipelines, ETL, Spark",Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Extract, Transform, Load, Apache Spark, Data Pipelines, Data Integration, Big Data, Data Processing, Data Warehousing, Data Management, Data Architecture",Beginner,Course,1 - 4 Weeks
GenAI for Sales Analytics,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Sales Strategy, Customer Analysis, Sales, Sales Process, Sales Management, Generative AI, Customer Insights, Forecasting, Personalized Service, Data-Driven Decision-Making, Analytics, Customer Engagement",Beginner,Course,1 - 4 Weeks
Basic Programming in Python II,Northeastern University,N/A,N/A,"Skills you'll gain: Web Applications, Object Oriented Programming (OOP), Application Development, Python Programming, Computer Programming, Programming Principles, Data Science, Data Analysis, Scripting, Maintainability, Data Structures, Debugging",Beginner,Course,1 - 4 Weeks
DataPrep for H2O Driverless AI,H2O.ai,N/A,N/A,"Skills you'll gain: Supervised Learning, Machine Learning, Time Series Analysis and Forecasting, Data Quality, Unsupervised Learning, Data Cleansing, Feature Engineering, Pandas (Python Package), Data Transformation, Data Processing, Statistical Analysis, Regression Analysis",Beginner,Course,1 - 4 Weeks
Python and Statistics Foundations,Edureka,N/A,N/A,"Skills you'll gain: Matplotlib, Probability & Statistics, Plotly, Statistical Analysis, Statistical Methods, Data Visualization Software, Statistical Hypothesis Testing, Data Manipulation, Seaborn, Data Science, Programming Principles, Pandas (Python Package), Statistics, Descriptive Statistics, Data Analysis, NumPy, Exploratory Data Analysis, Probability, Python Programming",Beginner,Course,1 - 4 Weeks
Creating a Looker Modeled Query and Working with Quick Start,Google Cloud,N/A,N/A,"Skills you'll gain: Looker (Software), Dashboard, Data Modeling, Exploratory Data Analysis, Query Languages",Beginner,Project,Less Than 2 Hours
NightCafe for Beginners: Create AI Art,Coursera Project Network,N/A,N/A,"Skills you'll gain: Generative AI, Editing, Artificial Intelligence, Graphical Tools, Creativity, Content Creation, Innovation",Beginner,Guided Project,Less Than 2 Hours
ArcGIS Desktop for Spatial Analysis: Go from Basic to Pro,Packt,N/A,N/A,"Skills you'll gain: ArcGIS, GIS Software, Spatial Analysis, Spatial Data Analysis, Geographic Information Systems, Geospatial Mapping, Geospatial Information and Technology, Data Manipulation, Exploratory Data Analysis, Data Presentation, Data Visualization Software, Data Transformation, Data Access",Beginner,Course,1 - 3 Months
GenAI for Customer Service Teams,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Generative AI, Team Oriented, Automation, Data Ethics, Business Process Automation, Customer Engagement, Customer Service, Cross-Functional Collaboration, Business Ethics, Compliance Training, Operational Efficiency, Information Privacy",Beginner,Course,1 - 4 Weeks
Databricks Mosaic AI,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Databricks, Scalability, Workflow Management, Data Architecture, MLOps (Machine Learning Operations), Strategic Thinking, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Business Strategy, Strategic Planning, Process Optimization, Applied Machine Learning, Cloud Computing Architecture, Automation",Beginner,Course,1 - 4 Weeks
BiteSize Python for Absolute Beginners: Data Structures,University of Colorado Boulder,N/A,N/A,"Skills you'll gain: Data Structures, Python Programming, Programming Principles, Data Management",Beginner,Course,1 - 3 Months
BiteSize Python for Absolute Beginners: Flow Controls,University of Colorado Boulder,N/A,N/A,"Skills you'll gain: Python Programming, Programming Principles, Data Structures, Computer Programming, Debugging, Computational Thinking, Maintainability",Beginner,Course,1 - 4 Weeks
Python for Data Analytics,DeepLearning.AI,N/A,N/A,"Skills you'll gain: Time Series Analysis and Forecasting, Descriptive Statistics, Pandas (Python Package), Data Visualization Software, Data Analysis, Statistics, Data Manipulation, Jupyter, Exploratory Data Analysis, Probability & Statistics, Scatter Plots, Python Programming, Statistical Analysis, Data Wrangling, Programming Principles, Forecasting, Regression Analysis",Beginner,Course,1 - 3 Months
Python for Data Analysis and Automation,Packt,N/A,N/A,"Skills you'll gain: Automation, Python Programming, Programming Principles, Scripting, Debugging, Spreadsheet Software, Data Structures, Data Manipulation, Computer Programming, Software Installation, File Management",Beginner,Course,3 - 6 Months
ThoughtSpot-Based BI Analytics,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Dashboard, Interactive Data Visualization, Business Intelligence, Predictive Analytics, Business Intelligence Software, Business Analytics, Advanced Analytics, Trend Analysis, Data-Driven Decision-Making, Stakeholder Communications, Data Analysis, Real Time Data, Business Reporting",Beginner,Course,1 - 4 Weeks
Data Storytelling,DeepLearning.AI,N/A,N/A,"Skills you'll gain: Data Storytelling, Data Presentation, Dashboard, Seaborn, Data Visualization, Interactive Data Visualization, Tableau Software, Storytelling, Data Visualization Software, Business Intelligence, Data Analysis, Business Analytics, Presentations, Analytics, Data Cleansing, Data Manipulation, Communication, Stakeholder Communications, Target Audience",Beginner,Course,1 - 4 Weeks
GenAI for Legal Risk Management,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Compliance Management, Law, Regulation, and Compliance, Data Ethics, Risk Management, Artificial Intelligence, Risk Analysis, Generative AI, Workflow Management, Business Process Automation, Ethical Standards And Conduct, Predictive Modeling, Natural Language Processing",Beginner,Course,1 - 4 Weeks
GenAI for Underwriters: Enhancing Application Reviews,Coursera Instructor Network,N/A,N/A,"Skills you'll gain: Underwriting, Operational Efficiency, Compliance Management, Risk Analysis, Business Process Automation, Ethical Standards And Conduct, Insurance, Workflow Management, ChatGPT, Decision Making, Risk Management, Automation, Data Analysis Software, Emerging Technologies",Beginner,Course,1 - 4 Weeks
Configuring Vector Search in Cloud SQL for PostgreSQL,Google Cloud,N/A,N/A,"Skills you'll gain: PostgreSQL, Google Cloud Platform, SQL, Database Design, Database Systems, Relational Databases, Generative AI",Beginner,Project,Less Than 2 Hours
